APYGARDOS_NR,APYGARDOS_PAVADINIMAS,APYLINKES_NR,APYLINKES_PAVADINIMAS,RINKEJU_SKAICIUS,VISO_DALYVAVO,BALSADEZEJE_GALIOJANTYS,BALSADEZEJE_NEGALIOJANTYS,PASTU_GALIOJANTYS,PASTU_NEGALIOJANTYS,VARDAS,PAVARDE,PARTIJA,BALSU_BALSADEZEJE,BALSU_PASTU,BALSU_VISO,PAPILDOMO_PROTOKOLO_POZYMIS,RKND_V_AR_ISSIKELE_PATS,RPL_UNIKALUS_NUMERIS,SAV,Sugeneravimo data
4,Anykščių rajono,21,Katlėrių,268,103,76,1,26,0,KĘSTUTIS,TUBIS,Lietuvos valstiečių ir žaliųjų sąjunga,31,8,39,,,4021,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,22,Skiemonių,378,139,99,1,39,0,DAINIUS,ŽIOGELIS,Lietuvos socialdemokratų partija,49,27,76,,,4022,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,22,Skiemonių,378,139,99,1,39,0,KĘSTUTIS,TUBIS,Lietuvos valstiečių ir žaliųjų sąjunga,50,12,62,,,4022,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,23,Mačionių,229,102,74,2,26,0,DAINIUS,ŽIOGELIS,Lietuvos socialdemokratų partija,50,17,67,,,4023,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,23,Mačionių,229,102,74,2,26,0,KĘSTUTIS,TUBIS,Lietuvos valstiečių ir žaliųjų sąjunga,24,9,33,,,4023,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,25,Aulelių,288,100,71,3,26,0,DAINIUS,ŽIOGELIS,Lietuvos socialdemokratų partija,39,21,60,,,4025,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,25,Aulelių,288,100,71,3,26,0,KĘSTUTIS,TUBIS,Lietuvos valstiečių ir žaliųjų sąjunga,32,5,37,,,4025,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,26,Svėdasų,1089,472,338,11,118,5,KĘSTUTIS,TUBIS,Lietuvos valstiečių ir žaliųjų sąjunga,220,68,288,,,4026,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,26,Svėdasų,1089,472,338,11,118,5,DAINIUS,ŽIOGELIS,Lietuvos socialdemokratų partija,118,50,168,,,4026,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,27,Vaitkūnų,228,114,76,0,38,0,KĘSTUTIS,TUBIS,Lietuvos valstiečių ir žaliųjų sąjunga,44,19,63,,,4027,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,27,Vaitkūnų,228,114,76,0,38,0,DAINIUS,ŽIOGELIS,Lietuvos socialdemokratų partija,32,19,51,,,4027,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,28,Troškūnų,1046,417,306,8,103,0,KĘSTUTIS,TUBIS,Lietuvos valstiečių ir žaliųjų sąjunga,215,67,282,,,4028,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,28,Troškūnų,1046,417,306,8,103,0,DAINIUS,ŽIOGELIS,Lietuvos socialdemokratų partija,91,36,127,,,4028,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,30,Vašuokėnų,138,49,25,0,23,1,KĘSTUTIS,TUBIS,Lietuvos valstiečių ir žaliųjų sąjunga,15,9,24,,,4030,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,30,Vašuokėnų,138,49,25,0,23,1,DAINIUS,ŽIOGELIS,Lietuvos socialdemokratų partija,10,14,24,,,4030,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,31,Surdegio,281,118,95,2,21,0,DAINIUS,ŽIOGELIS,Lietuvos socialdemokratų partija,63,15,78,,,4031,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,31,Surdegio,281,118,95,2,21,0,KĘSTUTIS,TUBIS,Lietuvos valstiečių ir žaliųjų sąjunga,32,6,38,,,4031,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,32,Nausodės,164,63,46,4,13,0,KĘSTUTIS,TUBIS,Lietuvos valstiečių ir žaliųjų sąjunga,30,9,39,,,4032,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,32,Nausodės,164,63,46,4,13,0,DAINIUS,ŽIOGELIS,Lietuvos socialdemokratų partija,16,4,20,,,4032,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,33,Raguvėlės,314,132,103,1,28,0,DAINIUS,ŽIOGELIS,Lietuvos socialdemokratų partija,74,19,93,,,4033,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,33,Raguvėlės,314,132,103,1,28,0,KĘSTUTIS,TUBIS,Lietuvos valstiečių ir žaliųjų sąjunga,29,9,38,,,4033,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,34,Levaniškių,241,112,80,3,27,2,DAINIUS,ŽIOGELIS,Lietuvos socialdemokratų partija,63,21,84,,,4034,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,34,Levaniškių,241,112,80,3,27,2,KĘSTUTIS,TUBIS,Lietuvos valstiečių ir žaliųjų sąjunga,17,6,23,,,4034,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,35,Traupio,348,147,116,3,28,0,DAINIUS,ŽIOGELIS,Lietuvos socialdemokratų partija,82,13,95,,,4035,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,35,Traupio,348,147,116,3,28,0,KĘSTUTIS,TUBIS,Lietuvos valstiečių ir žaliųjų sąjunga,34,15,49,,,4035,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,36,Andrioniškio,354,200,157,4,39,0,KĘSTUTIS,TUBIS,Lietuvos valstiečių ir žaliųjų sąjunga,118,24,142,,,4036,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,36,Andrioniškio,354,200,157,4,39,0,DAINIUS,ŽIOGELIS,Lietuvos socialdemokratų partija,39,15,54,,,4036,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,37,Viešintų,590,293,223,3,67,0,KĘSTUTIS,TUBIS,Lietuvos valstiečių ir žaliųjų sąjunga,158,41,199,,,4037,Anykščių rajono savivaldybė,2023-03-24 16:17
4,Anykščių rajono,37,Viešintų,590,293,223,3,67,0,DAINIUS,ŽIOGELIS,Lietuvos socialdemokratų partija,65,26,91,,,4037,Anykščių rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,1,Atžalyno,1963,922,656,15,247,4,KĘSTUTIS,KNIZIKEVIČIUS,Lietuvos socialdemokratų partija,436,174,610,,,6001,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,1,Atžalyno,1963,922,656,15,247,4,KĘSTUTIS,ISAKAS,Biržų atgimimas,220,73,293,,,6001,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,2,Rotušės,1211,626,435,13,171,7,KĘSTUTIS,KNIZIKEVIČIUS,Lietuvos socialdemokratų partija,257,133,390,,,6002,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,2,Rotušės,1211,626,435,13,171,7,KĘSTUTIS,ISAKAS,Biržų atgimimas,178,38,216,,,6002,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,3,Aušros,2046,1135,745,14,369,7,KĘSTUTIS,KNIZIKEVIČIUS,Lietuvos socialdemokratų partija,514,283,797,,,6003,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,3,Aušros,2046,1135,745,14,369,7,KĘSTUTIS,ISAKAS,Biržų atgimimas,231,86,317,,,6003,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,4,Saulės,1960,1065,620,17,421,7,KĘSTUTIS,KNIZIKEVIČIUS,Lietuvos socialdemokratų partija,411,311,722,,,6004,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,4,Saulės,1960,1065,620,17,421,7,KĘSTUTIS,ISAKAS,Biržų atgimimas,209,110,319,,,6004,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,5,Kaštonų,2332,1246,884,15,343,4,KĘSTUTIS,KNIZIKEVIČIUS,Lietuvos socialdemokratų partija,581,252,833,,,6005,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,5,Kaštonų,2332,1246,884,15,343,4,KĘSTUTIS,ISAKAS,Biržų atgimimas,303,91,394,,,6005,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,6,Anglininkų,238,114,71,0,43,0,KĘSTUTIS,KNIZIKEVIČIUS,Lietuvos socialdemokratų partija,37,35,72,,,6006,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,6,Anglininkų,238,114,71,0,43,0,KĘSTUTIS,ISAKAS,Biržų atgimimas,34,8,42,,,6006,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,7,Kratiškių,440,217,144,2,69,2,KĘSTUTIS,KNIZIKEVIČIUS,Lietuvos socialdemokratų partija,97,45,142,,,6007,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,7,Kratiškių,440,217,144,2,69,2,KĘSTUTIS,ISAKAS,Biržų atgimimas,47,24,71,,,6007,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,8,Nausėdžių,308,123,63,0,60,0,KĘSTUTIS,KNIZIKEVIČIUS,Lietuvos socialdemokratų partija,41,29,70,,,6008,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,8,Nausėdžių,308,123,63,0,60,0,KĘSTUTIS,ISAKAS,Biržų atgimimas,22,31,53,,,6008,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,9,Obelaukių,680,361,269,0,91,1,KĘSTUTIS,KNIZIKEVIČIUS,Lietuvos socialdemokratų partija,144,59,203,,,6009,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,9,Obelaukių,680,361,269,0,91,1,KĘSTUTIS,ISAKAS,Biržų atgimimas,125,32,157,,,6009,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,10,Rinkuškių,1366,605,446,7,150,2,KĘSTUTIS,KNIZIKEVIČIUS,Lietuvos socialdemokratų partija,282,104,386,,,6010,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,10,Rinkuškių,1366,605,446,7,150,2,KĘSTUTIS,ISAKAS,Biržų atgimimas,164,46,210,,,6010,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,11,Germaniškio,378,167,136,0,30,1,KĘSTUTIS,KNIZIKEVIČIUS,Lietuvos socialdemokratų partija,85,22,107,,,6011,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,11,Germaniškio,378,167,136,0,30,1,KĘSTUTIS,ISAKAS,Biržų atgimimas,51,8,59,,,6011,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,12,Nemunėlio Radviliškio,620,262,189,0,73,0,KĘSTUTIS,KNIZIKEVIČIUS,Lietuvos socialdemokratų partija,109,51,160,,,6012,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,12,Nemunėlio Radviliškio,620,262,189,0,73,0,KĘSTUTIS,ISAKAS,Biržų atgimimas,80,22,102,,,6012,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,13,Pučiakalnės,185,90,45,0,44,1,KĘSTUTIS,KNIZIKEVIČIUS,Lietuvos socialdemokratų partija,28,28,56,,,6013,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,13,Pučiakalnės,185,90,45,0,44,1,KĘSTUTIS,ISAKAS,Biržų atgimimas,17,16,33,,,6013,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,14,Kirdonių,565,245,176,2,67,0,KĘSTUTIS,KNIZIKEVIČIUS,Lietuvos socialdemokratų partija,121,42,163,,,6014,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,14,Kirdonių,565,245,176,2,67,0,KĘSTUTIS,ISAKAS,Biržų atgimimas,55,25,80,,,6014,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,15,Pabiržės,733,310,209,5,92,4,KĘSTUTIS,KNIZIKEVIČIUS,Lietuvos socialdemokratų partija,126,61,187,,,6015,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,15,Pabiržės,733,310,209,5,92,4,KĘSTUTIS,ISAKAS,Biržų atgimimas,83,31,114,,,6015,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,16,Pačeriaukštės,354,137,93,2,40,2,KĘSTUTIS,KNIZIKEVIČIUS,Lietuvos socialdemokratų partija,50,25,75,,,6016,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,16,Pačeriaukštės,354,137,93,2,40,2,KĘSTUTIS,ISAKAS,Biržų atgimimas,43,15,58,,,6016,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,17,Pasvaliečių,389,143,76,2,63,2,KĘSTUTIS,KNIZIKEVIČIUS,Lietuvos socialdemokratų partija,55,32,87,,,6017,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,17,Pasvaliečių,389,143,76,2,63,2,KĘSTUTIS,ISAKAS,Biržų atgimimas,21,31,52,,,6017,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,18,Juostaviečių,280,148,100,0,48,0,KĘSTUTIS,ISAKAS,Biržų atgimimas,63,23,86,,,6018,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,18,Juostaviečių,280,148,100,0,48,0,KĘSTUTIS,KNIZIKEVIČIUS,Lietuvos socialdemokratų partija,37,25,62,,,6018,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,19,Kučgalio,240,111,79,0,32,0,KĘSTUTIS,KNIZIKEVIČIUS,Lietuvos socialdemokratų partija,56,23,79,,,6019,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,19,Kučgalio,240,111,79,0,32,0,KĘSTUTIS,ISAKAS,Biržų atgimimas,23,9,32,,,6019,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,20,Skrebiškių,208,109,62,0,46,1,KĘSTUTIS,ISAKAS,Biržų atgimimas,34,25,59,,,6020,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,20,Skrebiškių,208,109,62,0,46,1,KĘSTUTIS,KNIZIKEVIČIUS,Lietuvos socialdemokratų partija,28,21,49,,,6020,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,21,Kupreliškio,264,107,78,0,29,0,KĘSTUTIS,ISAKAS,Biržų atgimimas,48,14,62,,,6021,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,21,Kupreliškio,264,107,78,0,29,0,KĘSTUTIS,KNIZIKEVIČIUS,Lietuvos socialdemokratų partija,30,15,45,,,6021,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,22,Kvetkų,263,99,58,0,40,1,KĘSTUTIS,KNIZIKEVIČIUS,Lietuvos socialdemokratų partija,30,28,58,,,6022,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,22,Kvetkų,263,99,58,0,40,1,KĘSTUTIS,ISAKAS,Biržų atgimimas,28,12,40,,,6022,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,23,Papilio,365,150,98,1,51,0,KĘSTUTIS,KNIZIKEVIČIUS,Lietuvos socialdemokratų partija,63,34,97,,,6023,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,23,Papilio,365,150,98,1,51,0,KĘSTUTIS,ISAKAS,Biržų atgimimas,35,17,52,,,6023,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,24,Medeikių,487,199,148,2,49,0,KĘSTUTIS,KNIZIKEVIČIUS,Lietuvos socialdemokratų partija,90,36,126,,,6024,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,24,Medeikių,487,199,148,2,49,0,KĘSTUTIS,ISAKAS,Biržų atgimimas,58,13,71,,,6024,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,25,Parovėjos,688,309,186,1,122,0,KĘSTUTIS,KNIZIKEVIČIUS,Lietuvos socialdemokratų partija,101,85,186,,,6025,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,25,Parovėjos,688,309,186,1,122,0,KĘSTUTIS,ISAKAS,Biržų atgimimas,85,37,122,,,6025,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,26,Užušilių,325,142,88,1,51,2,KĘSTUTIS,KNIZIKEVIČIUS,Lietuvos socialdemokratų partija,42,34,76,,,6026,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,26,Užušilių,325,142,88,1,51,2,KĘSTUTIS,ISAKAS,Biržų atgimimas,46,17,63,,,6026,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,27,Ančiškių,230,88,56,1,31,0,KĘSTUTIS,KNIZIKEVIČIUS,Lietuvos socialdemokratų partija,30,20,50,,,6027,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,27,Ančiškių,230,88,56,1,31,0,KĘSTUTIS,ISAKAS,Biržų atgimimas,26,11,37,,,6027,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,28,Jasiuliškių,235,93,62,2,28,1,KĘSTUTIS,KNIZIKEVIČIUS,Lietuvos socialdemokratų partija,38,18,56,,,6028,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,28,Jasiuliškių,235,93,62,2,28,1,KĘSTUTIS,ISAKAS,Biržų atgimimas,24,10,34,,,6028,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,29,Meilūnų,289,121,70,1,48,2,KĘSTUTIS,KNIZIKEVIČIUS,Lietuvos socialdemokratų partija,36,24,60,,,6029,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,29,Meilūnų,289,121,70,1,48,2,KĘSTUTIS,ISAKAS,Biržų atgimimas,34,24,58,,,6029,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,30,Ramongalių,267,96,65,2,29,0,KĘSTUTIS,KNIZIKEVIČIUS,Lietuvos socialdemokratų partija,55,23,78,,,6030,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,30,Ramongalių,267,96,65,2,29,0,KĘSTUTIS,ISAKAS,Biržų atgimimas,10,6,16,,,6030,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,31,Šukionių,208,111,82,3,26,0,KĘSTUTIS,ISAKAS,Biržų atgimimas,56,10,66,,,6031,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,31,Šukionių,208,111,82,3,26,0,KĘSTUTIS,KNIZIKEVIČIUS,Lietuvos socialdemokratų partija,26,16,42,,,6031,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,32,Vabalninko,760,320,223,4,92,1,KĘSTUTIS,KNIZIKEVIČIUS,Lietuvos socialdemokratų partija,138,62,200,,,6032,Biržų rajono savivaldybė,2023-03-24 16:17
6,Biržų rajono,32,Vabalninko,760,320,223,4,92,1,KĘSTUTIS,ISAKAS,Biržų atgimimas,85,30,115,,,6032,Biržų rajono savivaldybė,2023-03-24 16:17
8,Elektrėnų,1,Draugystės,2025,964,610,24,322,8,GEDIMINAS,RATKEVIČIUS,Liberalų sąjūdis,328,211,539,,,8001,Elektrėnų savivaldybė,2023-03-24 16:17
8,Elektrėnų,1,Draugystės,2025,964,610,24,322,8,SILVA,LENGVINIENĖ,Laisvės partija,282,111,393,,,8001,Elektrėnų savivaldybė,2023-03-24 16:17
8,Elektrėnų,2,Saulės,4079,2103,1600,43,449,11,GEDIMINAS,RATKEVIČIUS,Liberalų sąjūdis,833,220,1053,,,8002,Elektrėnų savivaldybė,2023-03-24 16:17
8,Elektrėnų,2,Saulės,4079,2103,1600,43,449,11,SILVA,LENGVINIENĖ,Laisvės partija,767,229,996,,,8002,Elektrėnų savivaldybė,2023-03-24 16:17
8,Elektrėnų,3,Sodų,1851,957,639,20,292,6,GEDIMINAS,RATKEVIČIUS,Liberalų sąjūdis,322,159,481,,,8003,Elektrėnų savivaldybė,2023-03-24 16:17
8,Elektrėnų,3,Sodų,1851,957,639,20,292,6,SILVA,LENGVINIENĖ,Laisvės partija,317,133,450,,,8003,Elektrėnų savivaldybė,2023-03-24 16:17
8,Elektrėnų,4,Versmės,2053,992,716,20,255,1,GEDIMINAS,RATKEVIČIUS,Liberalų sąjūdis,369,126,495,,,8004,Elektrėnų savivaldybė,2023-03-24 16:17
8,Elektrėnų,4,Versmės,2053,992,716,20,255,1,SILVA,LENGVINIENĖ,Laisvės partija,347,129,476,,,8004,Elektrėnų savivaldybė,2023-03-24 16:17
8,Elektrėnų,5,Ausieniškių,1080,465,343,4,117,1,GEDIMINAS,RATKEVIČIUS,Liberalų sąjūdis,231,77,308,,,8005,Elektrėnų savivaldybė,2023-03-24 16:17
8,Elektrėnų,5,Ausieniškių,1080,465,343,4,117,1,SILVA,LENGVINIENĖ,Laisvės partija,112,40,152,,,8005,Elektrėnų savivaldybė,2023-03-24 16:17
8,Elektrėnų,6,Balceriškių,1335,458,309,7,139,3,GEDIMINAS,RATKEVIČIUS,Liberalų sąjūdis,227,102,329,,,8006,Elektrėnų savivaldybė,2023-03-24 16:17
8,Elektrėnų,6,Balceriškių,1335,458,309,7,139,3,SILVA,LENGVINIENĖ,Laisvės partija,82,37,119,,,8006,Elektrėnų savivaldybė,2023-03-24 16:17
8,Elektrėnų,7,Beižionių,248,162,117,2,43,0,GEDIMINAS,RATKEVIČIUS,Liberalų sąjūdis,58,33,91,,,8007,Elektrėnų savivaldybė,2023-03-24 16:17
8,Elektrėnų,7,Beižionių,248,162,117,2,43,0,SILVA,LENGVINIENĖ,Laisvės partija,59,10,69,,,8007,Elektrėnų savivaldybė,2023-03-24 16:17
8,Elektrėnų,8,Daugirdiškių,285,80,35,1,40,4,GEDIMINAS,RATKEVIČIUS,Liberalų sąjūdis,25,26,51,,,8008,Elektrėnų savivaldybė,2023-03-24 16:17
8,Elektrėnų,8,Daugirdiškių,285,80,35,1,40,4,SILVA,LENGVINIENĖ,Laisvės partija,10,14,24,,,8008,Elektrėnų savivaldybė,2023-03-24 16:17
8,Elektrėnų,9,Kazokiškių,387,156,112,3,40,1,GEDIMINAS,RATKEVIČIUS,Liberalų sąjūdis,87,27,114,,,8009,Elektrėnų savivaldybė,2023-03-24 16:17
8,Elektrėnų,9,Kazokiškių,387,156,112,3,40,1,SILVA,LENGVINIENĖ,Laisvės partija,25,13,38,,,8009,Elektrėnų savivaldybė,2023-03-24 16:17
8,Elektrėnų,10,Pastrėvio,543,239,164,1,73,1,GEDIMINAS,RATKEVIČIUS,Liberalų sąjūdis,111,55,166,,,8010,Elektrėnų savivaldybė,2023-03-24 16:17
8,Elektrėnų,10,Pastrėvio,543,239,164,1,73,1,SILVA,LENGVINIENĖ,Laisvės partija,53,18,71,,,8010,Elektrėnų savivaldybė,2023-03-24 16:17
8,Elektrėnų,11,Semeliškių,609,231,182,2,47,0,GEDIMINAS,RATKEVIČIUS,Liberalų sąjūdis,138,31,169,,,8011,Elektrėnų savivaldybė,2023-03-24 16:17
8,Elektrėnų,11,Semeliškių,609,231,182,2,47,0,SILVA,LENGVINIENĖ,Laisvės partija,44,16,60,,,8011,Elektrėnų savivaldybė,2023-03-24 16:17
8,Elektrėnų,12,Vievio,3600,1709,1355,36,314,4,GEDIMINAS,RATKEVIČIUS,Liberalų sąjūdis,1021,255,1276,,,8012,Elektrėnų savivaldybė,2023-03-24 16:17
8,Elektrėnų,12,Vievio,3600,1709,1355,36,314,4,SILVA,LENGVINIENĖ,Laisvės partija,334,59,393,,,8012,Elektrėnų savivaldybė,2023-03-24 16:17
8,Elektrėnų,13,Gilučių,417,205,144,3,58,0,GEDIMINAS,RATKEVIČIUS,Liberalų sąjūdis,104,47,151,,,8013,Elektrėnų savivaldybė,2023-03-24 16:17
8,Elektrėnų,13,Gilučių,417,205,144,3,58,0,SILVA,LENGVINIENĖ,Laisvės partija,40,11,51,,,8013,Elektrėnų savivaldybė,2023-03-24 16:17
8,Elektrėnų,14,Jagėlonių,272,149,93,3,53,0,GEDIMINAS,RATKEVIČIUS,Liberalų sąjūdis,52,35,87,,,8014,Elektrėnų savivaldybė,2023-03-24 16:17
8,Elektrėnų,14,Jagėlonių,272,149,93,3,53,0,SILVA,LENGVINIENĖ,Laisvės partija,41,18,59,,,8014,Elektrėnų savivaldybė,2023-03-24 16:17
8,Elektrėnų,15,Kietaviškių,869,438,331,5,102,0,GEDIMINAS,RATKEVIČIUS,Liberalų sąjūdis,224,55,279,,,8015,Elektrėnų savivaldybė,2023-03-24 16:17
8,Elektrėnų,15,Kietaviškių,869,438,331,5,102,0,SILVA,LENGVINIENĖ,Laisvės partija,107,47,154,,,8015,Elektrėnų savivaldybė,2023-03-24 16:17
9,Ignalinos rajono,3,Ceikinių,388,205,153,0,52,0,JUSTAS,RASIKAS,Lietuvos socialdemokratų partija,82,24,106,,,9003,Ignalinos rajono savivaldybė,2023-03-24 16:17
9,Ignalinos rajono,3,Ceikinių,388,205,153,0,52,0,LAIMUTIS,RAGAIŠIS,Lietuvos valstiečių ir žaliųjų sąjunga,71,28,99,,,9003,Ignalinos rajono savivaldybė,2023-03-24 16:17
9,Ignalinos rajono,4,Didžiasalio,910,370,282,3,85,0,JUSTAS,RASIKAS,Lietuvos socialdemokratų partija,182,61,243,,,9004,Ignalinos rajono savivaldybė,2023-03-24 16:17
9,Ignalinos rajono,4,Didžiasalio,910,370,282,3,85,0,LAIMUTIS,RAGAIŠIS,Lietuvos valstiečių ir žaliųjų sąjunga,100,24,124,,,9004,Ignalinos rajono savivaldybė,2023-03-24 16:17
9,Ignalinos rajono,5,Dysnos,216,112,72,1,38,1,JUSTAS,RASIKAS,Lietuvos socialdemokratų partija,44,26,70,,,9005,Ignalinos rajono savivaldybė,2023-03-24 16:17
9,Ignalinos rajono,5,Dysnos,216,112,72,1,38,1,LAIMUTIS,RAGAIŠIS,Lietuvos valstiečių ir žaliųjų sąjunga,28,12,40,,,9005,Ignalinos rajono savivaldybė,2023-03-24 16:17
9,Ignalinos rajono,6,Dūkšto,924,426,305,3,118,0,LAIMUTIS,RAGAIŠIS,Lietuvos valstiečių ir žaliųjų sąjunga,166,65,231,,,9006,Ignalinos rajono savivaldybė,2023-03-24 16:17
9,Ignalinos rajono,6,Dūkšto,924,426,305,3,118,0,JUSTAS,RASIKAS,Lietuvos socialdemokratų partija,139,53,192,,,9006,Ignalinos rajono savivaldybė,2023-03-24 16:17
9,Ignalinos rajono,9,Ignalinos Centro,3147,1931,942,11,967,11,JUSTAS,RASIKAS,Lietuvos socialdemokratų partija,473,509,982,,,9009,Ignalinos rajono savivaldybė,2023-03-24 16:17
9,Ignalinos rajono,9,Ignalinos Centro,3147,1931,942,11,967,11,LAIMUTIS,RAGAIŠIS,Lietuvos valstiečių ir žaliųjų sąjunga,469,458,927,,,9009,Ignalinos rajono savivaldybė,2023-03-24 16:17
9,Ignalinos rajono,10,Ignalinos,1266,763,344,5,413,1,LAIMUTIS,RAGAIŠIS,Lietuvos valstiečių ir žaliųjų sąjunga,193,225,418,,,9010,Ignalinos rajono savivaldybė,2023-03-24 16:17
