APYGARDOS_NR,APYGARDOS_PAVADINIMAS,APYLINKES_NR,APYLINKES_PAVADINIMAS,RINKEJU_SKAICIUS,VISO_DALYVAVO,BALSADEZEJE_GALIOJANTYS,BALSADEZEJE_NEGALIOJANTYS,PASTU_GALIOJANTYS,PASTU_NEGALIOJANTYS,VARDAS,PAVARDE,PARTIJA,BALSU_BALSADEZEJE,BALSU_PASTU,BALSU_VISO,PAPILDOMO_PROTOKOLO_POZYMIS,RKND_V_AR_ISSIKELE_PATS,RPL_UNIKALUS_NUMERIS,SAV,Sugeneravimo data
19,Kėdainių rajono,38,Senamiesčio,986,508,373,6,128,1,VIKTORAS,FIODOROVAS,Darbo partija,188,52,240,,,19038,Kėdainių rajono savivaldybė,2023-03-24 16:17
19,Kėdainių rajono,39,Sirutiškio,352,175,133,2,39,1,VALENTINAS,TAMULIS,Lietuvos socialdemokratų partija,71,17,88,,,19039,Kėdainių rajono savivaldybė,2023-03-24 16:17
19,Kėdainių rajono,39,Sirutiškio,352,175,133,2,39,1,VIKTORAS,FIODOROVAS,Darbo partija,62,22,84,,,19039,Kėdainių rajono savivaldybė,2023-03-24 16:17
19,Kėdainių rajono,40,Skaistgirių,240,111,70,0,40,1,VIKTORAS,FIODOROVAS,Darbo partija,42,23,65,,,19040,Kėdainių rajono savivaldybė,2023-03-24 16:17
19,Kėdainių rajono,40,Skaistgirių,240,111,70,0,40,1,VALENTINAS,TAMULIS,Lietuvos socialdemokratų partija,28,17,45,,,19040,Kėdainių rajono savivaldybė,2023-03-24 16:17
19,Kėdainių rajono,41,Smilgos,1450,731,517,6,204,4,VALENTINAS,TAMULIS,Lietuvos socialdemokratų partija,280,136,416,,,19041,Kėdainių rajono savivaldybė,2023-03-24 16:17
19,Kėdainių rajono,41,Smilgos,1450,731,517,6,204,4,VIKTORAS,FIODOROVAS,Darbo partija,237,68,305,,,19041,Kėdainių rajono savivaldybė,2023-03-24 16:17
19,Kėdainių rajono,42,Statybininkų,1055,348,272,5,71,0,VIKTORAS,FIODOROVAS,Darbo partija,183,32,215,,,19042,Kėdainių rajono savivaldybė,2023-03-24 16:17
19,Kėdainių rajono,42,Statybininkų,1055,348,272,5,71,0,VALENTINAS,TAMULIS,Lietuvos socialdemokratų partija,89,39,128,,,19042,Kėdainių rajono savivaldybė,2023-03-24 16:17
19,Kėdainių rajono,43,Surviliškio,410,207,158,5,44,0,VALENTINAS,TAMULIS,Lietuvos socialdemokratų partija,73,28,101,,,19043,Kėdainių rajono savivaldybė,2023-03-24 16:17
19,Kėdainių rajono,43,Surviliškio,410,207,158,5,44,0,VIKTORAS,FIODOROVAS,Darbo partija,85,16,101,,,19043,Kėdainių rajono savivaldybė,2023-03-24 16:17
19,Kėdainių rajono,44,Šėtos,824,316,261,2,50,3,VALENTINAS,TAMULIS,Lietuvos socialdemokratų partija,137,26,163,,,19044,Kėdainių rajono savivaldybė,2023-03-24 16:17
19,Kėdainių rajono,44,Šėtos,824,316,261,2,50,3,VIKTORAS,FIODOROVAS,Darbo partija,124,24,148,,,19044,Kėdainių rajono savivaldybė,2023-03-24 16:17
19,Kėdainių rajono,45,Šlapaberžės,473,205,138,1,64,2,VIKTORAS,FIODOROVAS,Darbo partija,71,38,109,,,19045,Kėdainių rajono savivaldybė,2023-03-24 16:17
19,Kėdainių rajono,45,Šlapaberžės,473,205,138,1,64,2,VALENTINAS,TAMULIS,Lietuvos socialdemokratų partija,67,26,93,,,19045,Kėdainių rajono savivaldybė,2023-03-24 16:17
19,Kėdainių rajono,46,Taikos,2091,1037,799,24,208,6,VALENTINAS,TAMULIS,Lietuvos socialdemokratų partija,386,123,509,,,19046,Kėdainių rajono savivaldybė,2023-03-24 16:17
19,Kėdainių rajono,46,Taikos,2091,1037,799,24,208,6,VIKTORAS,FIODOROVAS,Darbo partija,413,85,498,,,19046,Kėdainių rajono savivaldybė,2023-03-24 16:17
19,Kėdainių rajono,47,Tiskūnų,673,280,216,2,61,1,VALENTINAS,TAMULIS,Lietuvos socialdemokratų partija,113,42,155,,,19047,Kėdainių rajono savivaldybė,2023-03-24 16:17
19,Kėdainių rajono,47,Tiskūnų,673,280,216,2,61,1,VIKTORAS,FIODOROVAS,Darbo partija,103,19,122,,,19047,Kėdainių rajono savivaldybė,2023-03-24 16:17
19,Kėdainių rajono,48,Truskavos,379,145,110,0,34,1,VALENTINAS,TAMULIS,Lietuvos socialdemokratų partija,57,18,75,,,19048,Kėdainių rajono savivaldybė,2023-03-24 16:17
19,Kėdainių rajono,48,Truskavos,379,145,110,0,34,1,VIKTORAS,FIODOROVAS,Darbo partija,53,16,69,,,19048,Kėdainių rajono savivaldybė,2023-03-24 16:17
19,Kėdainių rajono,49,Vainikų,341,135,101,1,33,0,VIKTORAS,FIODOROVAS,Darbo partija,58,18,76,,,19049,Kėdainių rajono savivaldybė,2023-03-24 16:17
19,Kėdainių rajono,49,Vainikų,341,135,101,1,33,0,VALENTINAS,TAMULIS,Lietuvos socialdemokratų partija,43,15,58,,,19049,Kėdainių rajono savivaldybė,2023-03-24 16:17
19,Kėdainių rajono,50,Vilainių,1041,535,450,22,63,0,VALENTINAS,TAMULIS,Lietuvos socialdemokratų partija,227,36,263,,,19050,Kėdainių rajono savivaldybė,2023-03-24 16:17
19,Kėdainių rajono,50,Vilainių,1041,535,450,22,63,0,VIKTORAS,FIODOROVAS,Darbo partija,223,27,250,,,19050,Kėdainių rajono savivaldybė,2023-03-24 16:17
19,Kėdainių rajono,51,Žemaitės,1833,765,610,12,140,3,VIKTORAS,FIODOROVAS,Darbo partija,322,56,378,,,19051,Kėdainių rajono savivaldybė,2023-03-24 16:17
19,Kėdainių rajono,51,Žemaitės,1833,765,610,12,140,3,VALENTINAS,TAMULIS,Lietuvos socialdemokratų partija,288,84,372,,,19051,Kėdainių rajono savivaldybė,2023-03-24 16:17
19,Kėdainių rajono,52,Akademijos,554,270,224,2,43,1,VALENTINAS,TAMULIS,Lietuvos socialdemokratų partija,112,27,139,,,19052,Kėdainių rajono savivaldybė,2023-03-24 16:17
19,Kėdainių rajono,52,Akademijos,554,270,224,2,43,1,VIKTORAS,FIODOROVAS,Darbo partija,112,16,128,,,19052,Kėdainių rajono savivaldybė,2023-03-24 16:17
19,Kėdainių rajono,53,Beržų,293,112,92,1,19,0,VALENTINAS,TAMULIS,Lietuvos socialdemokratų partija,54,6,60,,,19053,Kėdainių rajono savivaldybė,2023-03-24 16:17
19,Kėdainių rajono,53,Beržų,293,112,92,1,19,0,VIKTORAS,FIODOROVAS,Darbo partija,38,13,51,,,19053,Kėdainių rajono savivaldybė,2023-03-24 16:17
19,Kėdainių rajono,54,Dotnuvėlės,818,375,286,7,82,0,VIKTORAS,FIODOROVAS,Darbo partija,157,36,193,,,19054,Kėdainių rajono savivaldybė,2023-03-24 16:17
19,Kėdainių rajono,54,Dotnuvėlės,818,375,286,7,82,0,VALENTINAS,TAMULIS,Lietuvos socialdemokratų partija,129,46,175,,,19054,Kėdainių rajono savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,1,Gimnazijos,3283,1597,1179,13,397,8,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,633,200,833,,,20001,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,1,Gimnazijos,3283,1597,1179,13,397,8,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,546,197,743,,,20001,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,4,Danės,1139,579,475,5,98,1,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,257,52,309,,,20004,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,4,Danės,1139,579,475,5,98,1,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,218,46,264,,,20004,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,5,Eglės,1542,610,523,11,74,2,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,344,49,393,,,20005,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,5,Eglės,1542,610,523,11,74,2,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,179,25,204,,,20005,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,6,Dviračių Treko,2359,1135,1008,9,116,2,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,616,46,662,,,20006,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,6,Dviračių Treko,2359,1135,1008,9,116,2,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,392,70,462,,,20006,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,7,Kretingos,2030,961,818,8,132,3,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,476,76,552,,,20007,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,7,Kretingos,2030,961,818,8,132,3,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,342,56,398,,,20007,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,8,Šviesos,2586,1242,1072,14,153,3,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,585,62,647,,,20008,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,8,Šviesos,2586,1242,1072,14,153,3,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,487,91,578,,,20008,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,9,Muzikos Centro,1150,551,438,5,108,0,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,235,52,287,,,20009,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,9,Muzikos Centro,1150,551,438,5,108,0,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,203,56,259,,,20009,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,10,Žaliakalnio,1025,437,351,5,78,3,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,205,36,241,,,20010,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,10,Žaliakalnio,1025,437,351,5,78,3,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,146,42,188,,,20010,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,11,Saulutės,4143,1430,1152,17,257,4,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,725,131,856,,,20011,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,11,Saulutės,4143,1430,1152,17,257,4,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,427,126,553,,,20011,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,13,Strėvos,2725,916,706,17,188,5,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,490,114,604,,,20013,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,13,Strėvos,2725,916,706,17,188,5,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,216,74,290,,,20013,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,14,Sulupės,2358,824,722,9,87,6,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,488,44,532,,,20014,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,14,Sulupės,2358,824,722,9,87,6,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,234,43,277,,,20014,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,15,Tauralaukio,3961,1994,1759,20,210,5,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,950,90,1040,,,20015,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,15,Tauralaukio,3961,1994,1759,20,210,5,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,809,120,929,,,20015,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,16,Baltikalnio,1338,557,443,4,110,0,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,252,61,313,,,20016,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,16,Baltikalnio,1338,557,443,4,110,0,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,191,49,240,,,20016,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,17,Saulėtekio,2295,1046,890,10,142,4,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,502,54,556,,,20017,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,17,Saulėtekio,2295,1046,890,10,142,4,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,388,88,476,,,20017,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,18,Šatrijos,1087,432,385,4,41,2,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,254,18,272,,,20018,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,18,Šatrijos,1087,432,385,4,41,2,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,131,23,154,,,20018,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,19,Vilties,1593,560,469,9,80,2,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,274,36,310,,,20019,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,19,Vilties,1593,560,469,9,80,2,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,195,44,239,,,20019,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,20,Pingvinuko,1546,604,508,11,84,1,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,323,35,358,,,20020,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,20,Pingvinuko,1546,604,508,11,84,1,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,185,49,234,,,20020,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,21,Klaipėdos Vandens,3723,1369,1161,11,188,9,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,731,88,819,,,20021,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,21,Klaipėdos Vandens,3723,1369,1161,11,188,9,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,430,100,530,,,20021,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,22,Rumpiškių,1402,545,438,5,101,1,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,301,57,358,,,20022,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,22,Rumpiškių,1402,545,438,5,101,1,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,137,44,181,,,20022,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,23,Aitvaro,2616,992,835,12,141,4,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,517,65,582,,,20023,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,23,Aitvaro,2616,992,835,12,141,4,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,318,76,394,,,20023,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,25,Šilojų,3818,1986,1685,25,274,2,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,945,118,1063,,,20025,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,25,Šilojų,3818,1986,1685,25,274,2,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,740,156,896,,,20025,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,26,Brigantinos,1622,573,504,8,60,1,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,349,37,386,,,20026,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,26,Brigantinos,1622,573,504,8,60,1,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,155,23,178,,,20026,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,27,Draugystės,2670,945,796,17,130,2,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,538,78,616,,,20027,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,27,Draugystės,2670,945,796,17,130,2,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,258,52,310,,,20027,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,29,Švyturio,1740,684,599,9,75,1,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,400,35,435,,,20029,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,29,Švyturio,1740,684,599,9,75,1,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,199,40,239,,,20029,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,30,Olimpijos,1619,598,504,3,88,3,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,304,46,350,,,20030,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,30,Olimpijos,1619,598,504,3,88,3,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,200,42,242,,,20030,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,32,Dainavos,2579,937,810,13,113,1,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,517,56,573,,,20032,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,32,Dainavos,2579,937,810,13,113,1,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,293,57,350,,,20032,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,33,Aušros,1045,463,415,4,43,1,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,298,26,324,,,20033,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,33,Aušros,1045,463,415,4,43,1,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,117,17,134,,,20033,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,35,Nykštuko,1814,706,611,11,82,2,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,423,49,472,,,20035,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,35,Nykštuko,1814,706,611,11,82,2,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,188,33,221,,,20035,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,36,Debreceno,2253,817,704,13,98,2,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,488,51,539,,,20036,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,36,Debreceno,2253,817,704,13,98,2,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,216,47,263,,,20036,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,37,Gedminų,2288,902,783,17,102,0,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,567,55,622,,,20037,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,37,Gedminų,2288,902,783,17,102,0,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,216,47,263,,,20037,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,38,Vėtrungės,2028,824,691,16,116,1,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,448,58,506,,,20038,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,38,Vėtrungės,2028,824,691,16,116,1,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,243,58,301,,,20038,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,39,Žilvičio,1414,569,509,12,48,0,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,329,25,354,,,20039,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,39,Žilvičio,1414,569,509,12,48,0,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,180,23,203,,,20039,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,40,Pamario,3530,1303,1168,14,120,1,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,817,66,883,,,20040,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,40,Pamario,3530,1303,1168,14,120,1,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,351,54,405,,,20040,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,43,Rambyno,2664,907,791,10,105,1,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,568,63,631,,,20043,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,43,Rambyno,2664,907,791,10,105,1,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,223,42,265,,,20043,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,45,Menų mokyklos,1769,743,634,10,97,2,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,437,60,497,,,20045,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,45,Menų mokyklos,1769,743,634,10,97,2,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,197,37,234,,,20045,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,47,Versmės,3294,1215,1087,17,109,2,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,774,65,839,,,20047,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,47,Versmės,3294,1215,1087,17,109,2,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,313,44,357,,,20047,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,48,Vakarų,3372,1334,1195,17,122,0,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,829,65,894,,,20048,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,48,Vakarų,3372,1334,1195,17,122,0,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,366,57,423,,,20048,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,49,Aukuro,2876,1136,982,23,130,1,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,690,73,763,,,20049,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,49,Aukuro,2876,1136,982,23,130,1,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,292,57,349,,,20049,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,50,Smiltelės,3164,1299,1160,16,123,0,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,826,65,891,,,20050,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,50,Smiltelės,3164,1299,1160,16,123,0,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,334,58,392,,,20050,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,51,Alksnynės,3195,1303,1192,10,101,0,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,793,54,847,,,20051,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,51,Alksnynės,3195,1303,1192,10,101,0,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,399,47,446,,,20051,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,52,Baltijos,1684,597,503,9,82,3,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,308,39,347,,,20052,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,52,Baltijos,1684,597,503,9,82,3,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,195,43,238,,,20052,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,54,Želmenėlio,2779,976,844,13,114,5,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,617,57,674,,,20054,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,54,Želmenėlio,2779,976,844,13,114,5,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,227,57,284,,,20054,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,55,Brožynų,3124,1163,1061,18,83,1,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,742,37,779,,,20055,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,55,Brožynų,3124,1163,1061,18,83,1,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,319,46,365,,,20055,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,56,Laukininkai,3606,1391,1259,22,108,2,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,931,46,977,,,20056,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,56,Laukininkai,3606,1391,1259,22,108,2,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,328,62,390,,,20056,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,57,Budelkiemio,3321,1157,1013,22,120,2,ARVYDAS,VAITKUS,Politinis komitetas Ištikimi Klaipėdai,698,73,771,,,20057,Klaipėdos miesto savivaldybė,2023-03-24 16:17
20,Klaipėdos miesto,57,Budelkiemio,3321,1157,1013,22,120,2,AUDRIUS,PETROŠIUS,Tėvynės sąjunga-Lietuvos krikščionys demokratai,315,47,362,,,20057,Klaipėdos miesto savivaldybė,2023-03-24 16:17
